user_id,age,reels_watch_time_hours,daily_screen_time_hours,sleep_hours,attention_span_score,focus_level,task_completion_rate,stress_level,platform,stress_level_num,cluster,segmento
3533,33,5.66,6.39,7.49,3.77,4.56,64.73,High,Instagram Reels,3,3,Alto consumo / Bajo rendimiento
9676,27,2.89,2.94,6.2,7.59,4.84,44.44,Low,Instagram Reels,1,2,Bajo consumo / Alto rendimiento
10215,20,3.95,9.0,5.88,6.62,7.07,50.18,Medium,TikTok,2,1,Alto consumo / Bajo rendimiento
3062,43,3.12,6.96,6.82,4.29,5.48,83.68,Medium,Instagram Reels,2,3,Alto consumo / Bajo rendimiento
10973,26,2.66,11.44,8.98,1.2,6.53,82.64,Medium,YouTube Shorts,2,1,Alto consumo / Bajo rendimiento
4343,19,2.67,10.26,7.45,7.06,2.05,90.07,Low,YouTube Shorts,1,1,Alto consumo / Bajo rendimiento
2360,18,2.88,9.64,8.57,7.33,4.43,71.96,Medium,TikTok,2,0,Alto consumo / Alto rendimiento
6740,21,0.87,11.35,8.41,1.14,1.74,77.64,High,TikTok,3,3,Alto consumo / Bajo rendimiento
5557,38,3.16,4.75,5.22,2.97,3.71,57.98,Low,Instagram Reels,1,2,Bajo consumo / Alto rendimiento
11563,21,2.19,3.17,6.78,1.81,9.78,86.33,Low,YouTube Shorts,1,2,Bajo consumo / Alto rendimiento
4757,44,5.92,10.99,7.67,7.11,3.09,81.2,High,Instagram Reels,3,0,Alto consumo / Alto rendimiento
3139,36,3.86,11.77,4.53,3.49,7.66,47.5,Low,TikTok,1,1,Alto consumo / Bajo rendimiento
4269,37,5.05,6.72,7.6,1.39,9.97,93.3,Low,TikTok,1,1,Alto consumo / Bajo rendimiento
10517,17,5.24,8.94,6.18,5.8,3.22,80.28,Low,Instagram Reels,1,1,Alto consumo / Bajo rendimiento
4,29,3.56,7.25,5.09,5.54,9.77,64.99,Low,Instagram Reels,1,1,Alto consumo / Bajo rendimiento
7422,37,4.89,7.09,6.09,7.81,4.75,82.05,Medium,TikTok,2,0,Alto consumo / Alto rendimiento
1923,37,1.61,9.17,6.86,6.0,4.89,93.95,High,TikTok,3,0,Alto consumo / Alto rendimiento
8593,38,3.57,9.06,4.87,8.13,1.29,95.44,Medium,Instagram Reels,2,0,Alto consumo / Alto rendimiento
9173,16,4.93,3.02,6.64,8.3,9.67,56.7,Medium,Instagram Reels,2,2,Bajo consumo / Alto rendimiento
5809,35,1.78,9.08,6.16,6.1,9.78,54.6,Low,YouTube Shorts,1,1,Alto consumo / Bajo rendimiento
10384,31,3.4,4.8,7.08,7.28,4.22,80.74,High,YouTube Shorts,3,0,Alto consumo / Alto rendimiento
6861,25,4.36,6.1,7.73,4.38,7.26,49.19,Low,YouTube Shorts,1,2,Bajo consumo / Alto rendimiento
3601,24,5.5,8.04,5.81,6.75,1.78,95.3,Medium,YouTube Shorts,2,0,Alto consumo / Alto rendimiento
7995,27,4.2,10.4,4.33,8.53,1.02,96.71,Medium,YouTube Shorts,2,0,Alto consumo / Alto rendimiento
10111,41,2.24,3.12,4.26,2.31,4.34,52.07,Medium,YouTube Shorts,2,2,Bajo consumo / Alto rendimiento
9739,36,4.24,10.45,4.42,6.49,4.91,67.3,Low,Instagram Reels,1,1,Alto consumo / Bajo rendimiento
3074,31,2.59,3.34,4.55,4.76,2.13,96.23,High,YouTube Shorts,3,3,Alto consumo / Bajo rendimiento
10343,24,4.98,6.85,4.5,7.83,1.87,40.13,High,TikTok,3,0,Alto consumo / Alto rendimiento
6911,25,0.51,8.06,7.15,1.94,9.38,47.67,High,Instagram Reels,3,3,Alto consumo / Bajo rendimiento
10595,23,5.47,7.93,5.4,8.28,2.56,72.63,Medium,TikTok,2,0,Alto consumo / Alto rendimiento
11540,42,3.58,9.91,8.34,9.72,4.53,47.69,Medium,TikTok,2,0,Alto consumo / Alto rendimiento
8628,20,0.87,3.85,6.13,9.32,1.53,50.82,Low,Instagram Reels,1,2,Bajo consumo / Alto rendimiento
8965,24,3.6,3.88,5.85,1.72,2.17,53.38,High,YouTube Shorts,3,3,Alto consumo / Bajo rendimiento
3911,16,4.22,3.27,7.39,6.02,4.35,83.52,High,Instagram Reels,3,3,Alto consumo / Bajo rendimiento
10425,27,5.73,10.92,4.14,7.67,2.92,95.34,Medium,TikTok,2,1,Alto consumo / Bajo rendimiento
1052,32,0.63,6.55,6.48,9.28,4.91,48.94,High,Instagram Reels,3,0,Alto consumo / Alto rendimiento
4864,36,3.11,3.79,4.78,9.43,9.0,85.58,Medium,YouTube Shorts,2,2,Bajo consumo / Alto rendimiento
10398,33,2.64,9.54,6.06,8.03,6.48,47.26,Low,YouTube Shorts,1,1,Alto consumo / Bajo rendimiento
7442,20,3.79,8.37,4.5,7.28,8.33,69.85,Medium,Instagram Reels,2,1,Alto consumo / Bajo rendimiento
11074,24,5.71,3.67,5.8,1.53,6.32,63.6,High,TikTok,3,3,Alto consumo / Bajo rendimiento
11832,34,4.29,7.19,7.45,3.79,3.87,93.79,Low,Instagram Reels,1,1,Alto consumo / Bajo rendimiento
9263,40,5.67,4.58,7.4,2.39,3.83,88.18,High,TikTok,3,3,Alto consumo / Bajo rendimiento
589,40,3.81,4.48,5.31,2.19,5.97,72.71,Medium,Instagram Reels,2,3,Alto consumo / Bajo rendimiento
8143,25,2.41,7.85,5.68,5.14,5.67,60.84,Low,TikTok,1,1,Alto consumo / Bajo rendimiento
8553,29,5.69,9.05,7.74,7.29,2.31,95.62,Low,YouTube Shorts,1,1,Alto consumo / Bajo rendimiento
11631,32,4.6,9.19,5.55,1.09,4.08,69.05,High,Instagram Reels,3,3,Alto consumo / Bajo rendimiento
2976,24,5.2,2.63,6.97,6.31,4.82,88.87,Medium,YouTube Shorts,2,2,Bajo consumo / Alto rendimiento
9153,31,5.46,3.49,5.66,9.51,1.36,66.02,Low,TikTok,1,2,Bajo consumo / Alto rendimiento
5731,19,5.01,11.66,6.82,8.65,8.02,95.25,High,TikTok,3,0,Alto consumo / Alto rendimiento
10128,36,5.34,6.96,7.92,4.91,8.25,53.04,Low,YouTube Shorts,1,2,Bajo consumo / Alto rendimiento
7743,32,4.51,2.74,6.03,4.65,5.75,52.91,Low,Instagram Reels,1,2,Bajo consumo / Alto rendimiento
5251,30,5.37,7.45,5.32,8.07,3.36,57.62,Low,YouTube Shorts,1,2,Bajo consumo / Alto rendimiento
4895,29,3.82,9.46,8.6,7.42,3.73,70.84,Low,Instagram Reels,1,1,Alto consumo / Bajo rendimiento
5922,20,5.51,7.3,8.82,4.59,5.88,56.86,Medium,YouTube Shorts,2,3,Alto consumo / Bajo rendimiento
6649,22,2.48,8.98,6.4,5.92,2.5,47.61,High,Instagram Reels,3,0,Alto consumo / Alto rendimiento
1890,20,0.88,7.93,8.84,8.42,1.24,75.63,Low,Instagram Reels,1,1,Alto consumo / Bajo rendimiento
2563,40,5.25,4.72,7.67,4.23,1.71,84.4,Low,YouTube Shorts,1,2,Bajo consumo / Alto rendimiento
6018,18,4.59,10.06,6.3,4.69,9.97,49.8,High,TikTok,3,3,Alto consumo / Bajo rendimiento
5528,37,5.6,11.71,5.26,5.31,8.1,90.23,Medium,TikTok,2,1,Alto consumo / Bajo rendimiento
3242,35,2.63,8.34,5.94,4.86,2.59,47.54,Medium,Instagram Reels,2,1,Alto consumo / Bajo rendimiento
3561,35,4.14,5.47,5.56,1.28,8.07,43.02,Low,Instagram Reels,1,2,Bajo consumo / Alto rendimiento
8030,15,3.86,12.0,6.38,3.9,2.87,61.01,Medium,YouTube Shorts,2,1,Alto consumo / Bajo rendimiento
322,18,3.03,2.45,8.89,6.86,5.58,45.94,High,TikTok,3,3,Alto consumo / Bajo rendimiento
2132,19,2.26,8.07,7.57,3.14,6.28,79.55,High,Instagram Reels,3,3,Alto consumo / Bajo rendimiento
8169,39,1.2,6.33,4.31,6.49,7.07,80.98,Medium,YouTube Shorts,2,2,Bajo consumo / Alto rendimiento
5802,24,0.9,5.78,8.06,3.65,3.83,66.79,Low,TikTok,1,2,Bajo consumo / Alto rendimiento
7343,17,5.75,3.39,8.46,7.23,8.69,41.71,Low,Instagram Reels,1,2,Bajo consumo / Alto rendimiento
7063,44,5.39,4.33,6.15,8.56,7.08,69.44,High,TikTok,3,0,Alto consumo / Alto rendimiento
11669,32,4.95,11.83,6.07,7.07,4.31,58.36,Low,YouTube Shorts,1,1,Alto consumo / Bajo rendimiento
7568,43,5.99,9.47,5.13,4.14,4.48,97.28,Medium,YouTube Shorts,2,1,Alto consumo / Bajo rendimiento
7695,15,1.16,2.3,7.3,2.46,9.23,85.44,Low,Instagram Reels,1,2,Bajo consumo / Alto rendimiento
11006,33,4.79,7.38,7.8,3.48,3.54,59.06,Low,YouTube Shorts,1,1,Alto consumo / Bajo rendimiento
5085,40,4.28,5.8,5.02,5.8,6.27,75.3,Medium,Instagram Reels,2,2,Bajo consumo / Alto rendimiento
4171,39,3.71,7.01,5.67,3.26,5.03,49.61,High,YouTube Shorts,3,3,Alto consumo / Bajo rendimiento
4303,24,2.14,11.01,5.37,2.34,2.41,58.47,Low,Instagram Reels,1,1,Alto consumo / Bajo rendimiento
5420,32,2.55,5.06,4.59,9.87,5.03,66.55,High,TikTok,3,0,Alto consumo / Alto rendimiento
7338,34,3.05,2.5,6.12,6.95,7.22,55.48,High,Instagram Reels,3,0,Alto consumo / Alto rendimiento
10552,40,1.42,9.19,7.41,1.11,8.64,63.44,Low,Instagram Reels,1,1,Alto consumo / Bajo rendimiento
10619,22,4.23,2.81,7.96,6.48,3.99,51.57,High,YouTube Shorts,3,3,Alto consumo / Bajo rendimiento
7359,15,0.94,10.97,8.4,2.18,2.37,46.94,Low,TikTok,1,1,Alto consumo / Bajo rendimiento
7998,38,5.65,4.17,7.62,6.46,7.12,88.08,Medium,Instagram Reels,2,2,Bajo consumo / Alto rendimiento
10937,26,2.71,7.08,6.5,9.38,7.98,90.82,Low,TikTok,1,2,Bajo consumo / Alto rendimiento
7336,19,2.23,5.12,4.12,4.74,7.14,96.66,High,Instagram Reels,3,3,Alto consumo / Bajo rendimiento
497,36,1.96,2.84,7.83,1.04,3.06,47.12,Medium,TikTok,2,3,Alto consumo / Bajo rendimiento
7946,35,2.13,4.19,5.78,1.37,4.32,53.68,Low,TikTok,1,2,Bajo consumo / Alto rendimiento
2093,29,4.38,10.07,6.35,9.12,1.28,73.13,High,TikTok,3,0,Alto consumo / Alto rendimiento
105,30,2.61,5.06,7.38,1.89,8.9,69.07,Low,YouTube Shorts,1,2,Bajo consumo / Alto rendimiento
2518,31,2.51,10.3,5.76,3.07,5.1,95.19,Medium,YouTube Shorts,2,1,Alto consumo / Bajo rendimiento
1099,30,1.26,3.24,8.75,7.63,3.16,75.52,Medium,TikTok,2,2,Bajo consumo / Alto rendimiento
7164,39,3.7,4.6,5.5,1.05,3.23,78.95,Low,YouTube Shorts,1,2,Bajo consumo / Alto rendimiento
6301,43,1.66,4.6,6.25,9.89,7.14,69.99,High,TikTok,3,0,Alto consumo / Alto rendimiento
7009,16,2.32,5.29,7.74,8.7,6.86,84.22,High,Instagram Reels,3,0,Alto consumo / Alto rendimiento
771,30,5.4,4.69,5.36,9.39,4.84,83.6,High,YouTube Shorts,3,0,Alto consumo / Alto rendimiento
9554,39,2.54,11.11,7.87,8.87,7.65,85.07,Low,TikTok,1,1,Alto consumo / Bajo rendimiento
847,21,2.83,9.33,6.14,1.03,2.19,49.34,Medium,Instagram Reels,2,3,Alto consumo / Bajo rendimiento
11496,17,3.2,5.56,4.36,3.04,9.3,59.53,High,TikTok,3,3,Alto consumo / Bajo rendimiento
6112,33,0.91,3.88,6.8,7.86,4.82,82.28,Medium,TikTok,2,2,Bajo consumo / Alto rendimiento
2799,39,2.74,10.4,5.34,9.61,7.28,75.88,High,YouTube Shorts,3,0,Alto consumo / Alto rendimiento
10033,33,2.71,6.56,7.91,2.17,2.91,47.85,Low,TikTok,1,1,Alto consumo / Bajo rendimiento
6758,36,5.74,3.2,4.73,4.14,2.4,83.61,Medium,YouTube Shorts,2,2,Bajo consumo / Alto rendimiento
11257,16,5.02,8.15,6.53,4.93,8.1,40.68,High,Instagram Reels,3,3,Alto consumo / Bajo rendimiento
5328,43,5.21,6.44,4.65,9.54,7.53,48.76,High,TikTok,3,0,Alto consumo / Alto rendimiento
5126,22,2.37,7.61,4.53,9.88,8.35,84.79,Low,TikTok,1,1,Alto consumo / Bajo rendimiento
6337,17,0.82,2.1,5.75,1.3,7.03,44.77,High,Instagram Reels,3,3,Alto consumo / Bajo rendimiento
11396,43,2.45,7.31,8.0,2.92,8.63,55.83,Low,TikTok,1,1,Alto consumo / Bajo rendimiento
787,35,1.83,9.92,7.66,4.86,6.65,58.63,High,TikTok,3,0,Alto consumo / Alto rendimiento
7225,18,4.26,7.85,4.66,1.92,5.71,75.88,Medium,TikTok,2,3,Alto consumo / Bajo rendimiento
11086,40,5.92,8.74,6.33,4.44,2.12,80.33,Medium,Instagram Reels,2,1,Alto consumo / Bajo rendimiento
3273,17,3.59,2.87,7.55,7.21,8.75,69.96,Low,YouTube Shorts,1,2,Bajo consumo / Alto rendimiento
8227,37,4.4,8.24,4.49,5.61,2.98,48.94,Medium,TikTok,2,0,Alto consumo / Alto rendimiento
2115,22,3.56,2.25,4.28,6.66,8.51,63.94,High,TikTok,3,3,Alto consumo / Bajo rendimiento
7944,19,2.76,5.39,8.24,2.41,1.67,54.65,Medium,YouTube Shorts,2,3,Alto consumo / Bajo rendimiento
8982,33,5.14,11.58,5.77,1.59,1.04,57.05,Medium,Instagram Reels,2,1,Alto consumo / Bajo rendimiento
502,37,5.69,10.37,4.48,2.14,6.63,52.24,High,YouTube Shorts,3,3,Alto consumo / Bajo rendimiento
3748,26,5.96,10.4,7.16,1.17,8.03,60.01,High,YouTube Shorts,3,3,Alto consumo / Bajo rendimiento
9617,24,5.48,3.1,6.44,4.72,5.59,63.88,Low,TikTok,1,2,Bajo consumo / Alto rendimiento
7209,36,2.82,9.82,7.24,1.73,1.82,66.09,Medium,Instagram Reels,2,1,Alto consumo / Bajo rendimiento
7711,34,5.83,11.57,7.0,7.81,4.68,60.49,Medium,YouTube Shorts,2,0,Alto consumo / Alto rendimiento
4114,21,3.41,10.68,6.13,7.51,1.23,84.32,High,TikTok,3,0,Alto consumo / Alto rendimiento
567,27,0.61,7.01,4.18,7.53,2.21,68.97,Low,Instagram Reels,1,2,Bajo consumo / Alto rendimiento
9434,24,4.42,4.88,8.55,3.48,1.69,49.37,High,TikTok,3,3,Alto consumo / Bajo rendimiento
4060,29,5.19,4.23,6.78,2.61,3.17,85.63,Low,TikTok,1,2,Bajo consumo / Alto rendimiento
5654,28,1.81,2.77,6.58,3.0,9.8,88.54,High,YouTube Shorts,3,3,Alto consumo / Bajo rendimiento
10671,27,0.67,10.76,7.05,6.82,5.33,69.85,High,YouTube Shorts,3,0,Alto consumo / Alto rendimiento
5185,34,3.23,5.9,8.71,3.92,9.92,64.36,High,TikTok,3,3,Alto consumo / Bajo rendimiento
10636,15,4.39,4.08,6.66,6.39,6.41,82.47,High,YouTube Shorts,3,3,Alto consumo / Bajo rendimiento
11426,30,2.06,11.5,7.1,7.75,6.21,58.78,High,Instagram Reels,3,0,Alto consumo / Alto rendimiento
4127,41,2.0,5.05,5.66,1.71,4.76,75.51,Low,TikTok,1,2,Bajo consumo / Alto rendimiento
2227,18,5.33,8.46,8.89,7.55,1.72,79.87,High,TikTok,3,0,Alto consumo / Alto rendimiento
1502,24,1.08,8.04,8.47,2.64,9.69,95.72,Low,TikTok,1,1,Alto consumo / Bajo rendimiento
7990,30,4.68,6.48,5.17,9.11,2.35,58.07,Medium,TikTok,2,0,Alto consumo / Alto rendimiento
2335,29,4.3,6.05,7.15,6.63,8.37,96.87,Medium,YouTube Shorts,2,2,Bajo consumo / Alto rendimiento
1982,43,3.34,3.34,5.16,9.34,1.27,67.72,Low,Instagram Reels,1,2,Bajo consumo / Alto rendimiento
10337,25,2.93,2.94,5.93,6.8,4.82,51.29,Medium,YouTube Shorts,2,2,Bajo consumo / Alto rendimiento
11100,30,4.35,7.47,4.06,1.37,8.92,74.52,Medium,TikTok,2,3,Alto consumo / Bajo rendimiento
2915,24,4.91,6.14,4.76,3.74,8.26,71.29,Low,TikTok,1,1,Alto consumo / Bajo rendimiento
9169,28,2.19,4.35,7.21,9.56,9.05,44.65,High,YouTube Shorts,3,0,Alto consumo / Alto rendimiento
8042,15,2.59,10.15,4.18,7.92,8.7,50.7,Low,YouTube Shorts,1,1,Alto consumo / Bajo rendimiento
7596,30,0.55,9.86,6.29,6.4,1.47,92.16,Medium,TikTok,2,1,Alto consumo / Bajo rendimiento
3598,43,2.45,3.91,8.79,3.64,6.48,42.27,High,YouTube Shorts,3,3,Alto consumo / Bajo rendimiento
11126,38,1.45,11.9,5.4,8.7,8.55,48.91,Medium,Instagram Reels,2,0,Alto consumo / Alto rendimiento
4184,44,5.18,2.38,5.41,6.15,4.54,63.64,High,TikTok,3,0,Alto consumo / Alto rendimiento
11397,36,4.59,4.2,4.64,3.49,2.44,66.12,High,Instagram Reels,3,3,Alto consumo / Bajo rendimiento
11117,27,5.64,3.69,4.73,6.93,6.33,99.5,High,TikTok,3,0,Alto consumo / Alto rendimiento
4239,31,2.1,11.41,6.38,8.64,4.77,95.29,High,Instagram Reels,3,0,Alto consumo / Alto rendimiento
2738,18,5.39,6.11,8.6,3.97,5.53,67.34,High,TikTok,3,3,Alto consumo / Bajo rendimiento
11012,37,2.74,2.99,4.33,3.72,8.77,82.54,Medium,Instagram Reels,2,2,Bajo consumo / Alto rendimiento
10878,24,4.68,10.69,7.34,9.95,7.97,52.23,High,YouTube Shorts,3,0,Alto consumo / Alto rendimiento
3684,29,4.25,9.89,6.53,3.34,1.53,84.34,Low,Instagram Reels,1,1,Alto consumo / Bajo rendimiento
10974,31,2.04,4.32,5.88,3.31,7.92,48.35,High,YouTube Shorts,3,3,Alto consumo / Bajo rendimiento
1309,27,5.35,2.66,5.97,9.14,8.79,80.94,Medium,YouTube Shorts,2,2,Bajo consumo / Alto rendimiento
1599,33,1.66,6.68,5.89,7.85,3.75,97.04,Low,Instagram Reels,1,2,Bajo consumo / Alto rendimiento
1566,20,5.63,6.82,6.92,9.32,2.64,40.81,High,TikTok,3,0,Alto consumo / Alto rendimiento
5933,32,1.69,5.5,5.6,3.76,8.72,97.51,Medium,TikTok,2,3,Alto consumo / Bajo rendimiento
473,17,2.3,9.83,6.35,8.0,9.87,66.05,Medium,Instagram Reels,2,1,Alto consumo / Bajo rendimiento
3878,22,4.25,10.49,5.23,6.01,4.43,59.48,Low,YouTube Shorts,1,1,Alto consumo / Bajo rendimiento
11836,42,1.05,4.62,6.71,5.03,9.31,97.79,Low,YouTube Shorts,1,2,Bajo consumo / Alto rendimiento
7066,34,5.07,2.06,6.84,6.08,4.36,42.65,Medium,YouTube Shorts,2,2,Bajo consumo / Alto rendimiento
